N,kstart,202.81249999999997,148.9440087888778,45,0
N,RotatedPoint,215.20659722222223,226.58824866462095,45,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,RotatedPoint,215.20659722222223,226.58824866462095,0,0
N,0path,0,0,0,0
N,0path,0,0,0,0
N,0path,0,0,0,0
N,0path,0,0,0,0
